Order ID,Product ID,Qty
CA-2015-140221,OFF-BI-10002854,2
CA-2015-140221,OFF-ST-10000777,2
CA-2015-140375,OFF-BI-10000320,1
CA-2015-140375,OFF-PA-10001870,3
CA-2015-140410,FUR-FU-10003347,3
CA-2015-140410,TEC-PH-10003580,7
CA-2015-140557,TEC-AC-10002402,7
CA-2015-140718,FUR-FU-10000076,10
CA-2015-140718,OFF-BI-10004728,2
CA-2015-140718,OFF-PA-10002250,2
CA-2015-140718,TEC-PH-10003505,1
CA-2015-140830,OFF-EN-10000461,2
CA-2015-140830,OFF-EN-10002831,2
CA-2015-140921,FUR-FU-10003347,2
CA-2015-140921,TEC-AC-10004901,3
CA-2015-140984,OFF-BI-10002012,9
CA-2015-140984,OFF-ST-10000585,6
CA-2015-140984,TEC-CO-10001571,2
CA-2015-141012,FUR-FU-10003192,4
CA-2015-141012,TEC-PH-10004522,3
CA-2015-141040,OFF-PA-10002245,4
CA-2015-141040,TEC-PH-10001835,4
CA-2015-141145,TEC-AC-10001465,3
CA-2015-141243,FUR-BO-10003272,9
CA-2015-141243,OFF-AR-10001246,3
CA-2015-141243,TEC-AC-10003198,5
CA-2015-141250,FUR-CH-10004875,4
CA-2015-141250,FUR-TA-10002855,1
CA-2015-141327,FUR-FU-10000576,2
CA-2015-141327,OFF-BI-10000546,7
CA-2015-141565,OFF-BI-10000545,6
CA-2015-141565,OFF-ST-10001522,4
CA-2015-141593,FUR-TA-10002622,2
CA-2015-141593,OFF-BI-10000948,3
CA-2015-141593,OFF-BI-10001153,2
CA-2015-141593,OFF-PA-10004983,1
CA-2015-141740,FUR-CH-10001545,2
CA-2015-141754,OFF-LA-10004093,2
CA-2015-141768,FUR-FU-10002268,3
CA-2015-141810,OFF-BI-10001524,7
CA-2015-141810,TEC-PH-10002200,2
CA-2015-141936,OFF-BI-10002194,3
CA-2015-142027,FUR-TA-10002774,3
CA-2015-142041,OFF-BI-10004187,5
CA-2015-142139,OFF-PA-10003883,4
CA-2015-142202,TEC-AC-10003198,9
CA-2015-142237,FUR-CH-10003833,8
CA-2015-142237,FUR-FU-10003142,6
CA-2015-142237,FUR-FU-10004848,7
CA-2015-142237,OFF-AR-10003732,5
CA-2015-142237,OFF-BI-10003669,4
CA-2015-142237,OFF-BI-10004022,3
CA-2015-142377,OFF-PA-10001970,7
CA-2015-142419,OFF-PA-10001763,3
CA-2015-142433,OFF-PA-10002377,3
CA-2015-142454,FUR-FU-10004018,7
CA-2015-142454,OFF-ST-10003638,3
CA-2015-142475,OFF-BI-10003718,6
CA-2015-142601,OFF-PA-10000483,2
CA-2015-142601,OFF-ST-10002756,7
CA-2015-142692,OFF-BI-10004140,1
CA-2015-142734,FUR-CH-10003968,2
CA-2015-142755,OFF-EN-10004459,2
CA-2015-142755,OFF-PA-10000141,2
CA-2015-142755,OFF-PA-10001970,5
CA-2015-142755,TEC-AC-10002049,5
CA-2015-142930,OFF-PA-10003395,4
CA-2015-142937,OFF-AR-10003582,2
CA-2015-142944,FUR-FU-10000308,7
CA-2015-142944,TEC-CO-10003763,2
CA-2015-142993,OFF-ST-10000934,2
CA-2015-142993,TEC-AC-10003038,2
CA-2015-143077,FUR-FU-10003535,2
CA-2015-143077,OFF-BI-10000088,3
CA-2015-143105,OFF-LA-10004093,1
CA-2015-143105,OFF-PA-10002254,7
CA-2015-143105,OFF-PA-10002713,6
CA-2015-143105,TEC-CO-10002095,2
CA-2015-143119,FUR-CH-10001270,6
CA-2015-143147,FUR-CH-10000863,1
CA-2015-143147,FUR-CH-10004754,5
CA-2015-143147,TEC-MA-10004679,2
CA-2015-143238,TEC-AC-10003499,4
CA-2015-143364,FUR-BO-10001608,6
CA-2015-143364,OFF-PA-10001846,4
CA-2015-143364,OFF-ST-10002743,3
CA-2015-143490,OFF-AR-10002952,9
CA-2015-143490,TEC-PH-10000576,2
CA-2015-143532,OFF-PA-10001560,3
CA-2015-143602,OFF-BI-10002071,3
CA-2015-143616,OFF-AR-10002067,5
CA-2015-143700,OFF-PA-10003072,2
CA-2015-143882,OFF-PA-10004040,9
CA-2015-143980,OFF-AP-10003779,2
CA-2015-144099,OFF-BI-10001078,1
CA-2015-144190,OFF-PA-10000304,2
CA-2015-144253,FUR-FU-10002671,2
CA-2015-144267,FUR-CH-10002335,3
CA-2015-144267,OFF-PA-10000157,3
CA-2015-144267,OFF-PA-10001947,4
CA-2015-144267,OFF-PA-10003657,1
CA-2015-144274,OFF-AR-10001940,4
CA-2015-144274,OFF-EN-10003286,2
CA-2015-144274,OFF-PA-10001583,6
CA-2015-144274,OFF-PA-10003441,6
CA-2015-144288,OFF-LA-10003190,4
CA-2015-144288,OFF-PA-10002787,2
CA-2015-144302,OFF-BI-10001107,2
CA-2015-144386,OFF-BI-10001116,6
CA-2015-144519,FUR-FU-10000794,7
CA-2015-144519,TEC-PH-10004908,5
CA-2015-144652,OFF-AR-10003732,7
CA-2015-144722,FUR-FU-10001215,1
CA-2015-144806,FUR-FU-10002253,6
CA-2015-144806,OFF-AR-10004042,6
CA-2015-144806,OFF-PA-10002586,5
CA-2015-144806,OFF-PA-10003039,8
CA-2015-144806,OFF-ST-10004804,6
CA-2015-144890,OFF-PA-10001526,2
CA-2015-145065,OFF-BI-10002437,2
CA-2015-145065,OFF-FA-10001229,2
CA-2015-145184,TEC-AC-10000397,3
CA-2015-145184,TEC-PH-10002350,3
CA-2015-145324,FUR-FU-10002759,2
CA-2015-145352,OFF-AR-10001662,1
CA-2015-145352,OFF-AR-10003856,3
CA-2015-145352,OFF-BI-10003527,5
CA-2015-145352,OFF-ST-10001228,3
CA-2015-145394,FUR-FU-10001215,2
CA-2015-145394,OFF-ST-10000344,2
CA-2015-145394,TEC-PH-10001051,3
CA-2015-145401,OFF-PA-10004405,6
CA-2015-145415,OFF-ST-10000419,3
CA-2015-145457,FUR-FU-10003832,5
CA-2015-145485,OFF-ST-10000649,4
CA-2015-145758,TEC-MA-10004552,4
CA-2015-145814,OFF-BI-10003196,2
CA-2015-145814,TEC-PH-10002200,4
CA-2015-145821,TEC-PH-10004348,3
CA-2015-145828,TEC-AC-10002323,3
CA-2015-145835,OFF-FA-10002280,4
CA-2015-145835,TEC-PH-10004447,2
CA-2015-145849,OFF-AR-10000817,8
CA-2015-146038,FUR-CH-10002774,5
CA-2015-146087,FUR-BO-10002824,2
CA-2015-146255,OFF-BI-10000309,2
CA-2015-146255,OFF-BI-10001765,2
CA-2015-146255,TEC-AC-10004469,3
CA-2015-146255,TEC-PH-10001619,3
CA-2015-146262,FUR-BO-10004695,5
CA-2015-146262,OFF-LA-10004544,2
CA-2015-146262,TEC-AC-10000109,2
CA-2015-146262,TEC-MA-10000864,9
CA-2015-146262,TEC-PH-10002844,3
CA-2015-146290,OFF-AR-10001897,7
CA-2015-146465,OFF-BI-10004528,9
CA-2015-146486,OFF-EN-10001509,6
CA-2015-146486,OFF-ST-10002554,5
CA-2015-146486,TEC-AC-10002018,2
CA-2015-146486,TEC-AC-10002637,5
CA-2015-146563,FUR-TA-10001768,5
CA-2015-146563,OFF-BI-10003981,3
CA-2015-146563,OFF-ST-10001490,7
CA-2015-146563,OFF-ST-10001511,14
CA-2015-146675,TEC-AC-10004396,3
CA-2015-146675,TEC-CO-10001766,4
CA-2015-146696,OFF-BI-10002432,2
CA-2015-146948,FUR-CH-10004853,1
CA-2015-146948,OFF-EN-10000483,9
CA-2015-146948,OFF-FA-10001332,4
CA-2015-147011,OFF-AR-10002399,4
CA-2015-147102,TEC-AC-10000682,4
CA-2015-147501,OFF-BI-10002003,2
CA-2015-147501,TEC-MA-10001972,2
CA-2015-147529,OFF-EN-10000056,5
CA-2015-147529,OFF-PA-10003349,2
CA-2015-147690,OFF-ST-10001526,6
CA-2015-147788,FUR-BO-10004357,7
CA-2015-147788,OFF-LA-10003766,5
CA-2015-147788,OFF-ST-10000046,2
CA-2015-147816,TEC-PH-10003095,2
CA-2015-147830,FUR-FU-10004091,7
CA-2015-147830,TEC-AC-10002049,6
CA-2015-147830,TEC-MA-10000418,2
CA-2015-147830,TEC-PH-10004908,2
CA-2015-147851,OFF-BI-10004528,4
CA-2015-147879,OFF-PA-10001952,2
CA-2015-148180,OFF-AR-10002067,5
CA-2015-148180,OFF-BI-10000605,3
CA-2015-148180,OFF-BI-10003314,6
CA-2015-148250,OFF-AP-10003040,4
CA-2015-148250,OFF-PA-10000289,2
CA-2015-148376,OFF-AP-10000240,2
CA-2015-148376,OFF-LA-10002381,7
CA-2015-148432,OFF-FA-10004968,7
CA-2015-148432,OFF-PA-10001274,2
CA-2015-148495,FUR-FU-10001889,3
CA-2015-148628,OFF-PA-10003883,5
CA-2015-148635,FUR-BO-10002213,5
CA-2015-148635,FUR-CH-10001854,2
CA-2015-148635,OFF-FA-10004395,2
CA-2015-148635,OFF-PA-10004782,2
CA-2015-148705,OFF-LA-10001641,2
CA-2015-148712,OFF-AR-10000614,3
CA-2015-148712,OFF-BI-10001900,13
CA-2015-148712,TEC-AC-10003198,1
CA-2015-148859,OFF-ST-10004950,2
CA-2015-148873,OFF-BI-10003196,4
CA-2015-148873,TEC-AC-10003657,4
CA-2015-148964,FUR-FU-10003849,1
CA-2015-149083,FUR-CH-10004289,4
CA-2015-149083,OFF-LA-10002945,2
CA-2015-149083,TEC-AC-10002567,2
CA-2015-149097,FUR-FU-10003424,7
CA-2015-149097,FUR-TA-10001086,3
CA-2015-149300,TEC-MA-10000423,3
CA-2015-149342,FUR-FU-10002937,6
CA-2015-149342,OFF-PA-10001166,2
CA-2015-149342,TEC-PH-10001557,3
CA-2015-149384,OFF-BI-10003196,3
CA-2015-149517,FUR-FU-10003464,3
CA-2015-149566,OFF-LA-10000452,4
CA-2015-149566,TEC-AC-10001266,3
CA-2015-149587,FUR-FU-10003799,3
CA-2015-149587,OFF-BI-10002852,2
CA-2015-149587,OFF-PA-10003177,2
CA-2015-149601,OFF-ST-10001328,5
CA-2015-149601,OFF-ST-10001558,1
CA-2015-149636,OFF-BI-10002764,2
CA-2015-149636,OFF-PA-10004041,5
CA-2015-149678,OFF-SU-10004498,1
CA-2015-149713,OFF-PA-10001450,4
CA-2015-149713,OFF-PA-10004530,14
CA-2015-149713,OFF-SU-10001574,2
CA-2015-149734,OFF-EN-10000927,7
CA-2015-149748,FUR-FU-10001847,2
CA-2015-149748,OFF-PA-10002120,5
CA-2015-149748,OFF-ST-10004340,1
CA-2015-149811,OFF-BI-10003676,3
CA-2015-149811,OFF-PA-10004082,5
CA-2015-149846,OFF-LA-10004484,2
CA-2015-149846,OFF-ST-10002406,7
CA-2015-149846,TEC-MA-10004002,7
CA-2015-149846,TEC-PH-10003645,6
CA-2015-149909,OFF-PA-10000726,7
CA-2015-149909,OFF-PA-10001790,2
CA-2015-149909,TEC-PH-10001536,3
CA-2015-149972,FUR-CH-10004997,4
CA-2015-149972,OFF-FA-10002763,2
CA-2015-149993,OFF-FA-10001561,5
CA-2015-150196,OFF-PA-10003797,3
CA-2015-150308,TEC-PH-10001433,3
CA-2015-150413,OFF-BI-10000404,1
CA-2015-150441,OFF-BI-10003529,4
CA-2015-150511,OFF-PA-10001776,2
CA-2015-150560,OFF-LA-10003930,2
CA-2015-150714,OFF-AP-10003287,5
CA-2015-150714,OFF-BI-10002982,7
CA-2015-150714,OFF-LA-10001474,6
CA-2015-150714,OFF-PA-10001497,3
CA-2015-150714,OFF-ST-10001809,10
CA-2015-150749,OFF-AR-10003732,2
CA-2015-150770,OFF-AR-10001246,3
CA-2015-150770,OFF-BI-10001575,2
CA-2015-150770,OFF-BI-10002026,2
CA-2015-150770,TEC-AC-10000844,4
CA-2015-150791,FUR-CH-10000665,2
CA-2015-150875,FUR-TA-10000577,2
CA-2015-150875,TEC-PH-10001254,3
CA-2015-151043,TEC-AC-10001090,2
CA-2015-151253,OFF-AR-10004691,3
CA-2015-151470,OFF-BI-10004040,11
CA-2015-151547,OFF-SU-10000898,8
CA-2015-151589,OFF-PA-10003228,4
CA-2015-151589,TEC-PH-10004345,2
CA-2015-151624,FUR-FU-10001731,8
CA-2015-151680,FUR-FU-10000305,2
CA-2015-151722,TEC-AC-10000892,4
CA-2015-151785,OFF-FA-10000611,6
CA-2015-151841,OFF-AP-10003971,5
CA-2015-151841,OFF-SU-10001574,2
CA-2015-151869,FUR-CH-10001545,1
CA-2015-151869,OFF-PA-10002947,3
CA-2015-152513,OFF-BI-10002706,2
CA-2015-152527,OFF-ST-10003479,2
CA-2015-152611,OFF-AR-10003903,7
CA-2015-152681,OFF-AR-10003183,2
CA-2015-152891,FUR-TA-10001857,3
CA-2015-152891,OFF-AR-10004648,3
CA-2015-153038,FUR-FU-10000221,5
CA-2015-153038,OFF-LA-10004008,8
CA-2015-153073,FUR-FU-10001025,9
CA-2015-153108,OFF-AP-10002222,7
CA-2015-153220,OFF-PA-10003016,5
CA-2015-153325,OFF-BI-10004236,4
CA-2015-153381,FUR-CH-10000988,10
CA-2015-153381,OFF-BI-10001525,4
CA-2015-153388,FUR-TA-10003715,6
CA-2015-153388,OFF-AR-10001868,4
CA-2015-153416,OFF-BI-10002706,8
CA-2015-153416,OFF-BI-10002813,2
CA-2015-153416,OFF-ST-10000060,7
CA-2015-153423,OFF-BI-10000545,2
CA-2015-153535,FUR-FU-10001986,4
CA-2015-153535,OFF-BI-10001031,4
CA-2015-153549,FUR-CH-10004086,5
CA-2015-153612,OFF-AR-10000203,4
CA-2015-153626,OFF-AR-10000657,3
CA-2015-153717,FUR-BO-10004360,1
CA-2015-153717,OFF-AR-10002375,1
CA-2015-153717,OFF-PA-10002160,3
CA-2015-153717,TEC-PH-10002923,2
CA-2015-153738,OFF-BI-10001308,6
CA-2015-153752,TEC-PH-10001615,6
CA-2015-153794,OFF-AR-10000380,7
CA-2015-153878,OFF-AP-10001205,5
CA-2015-153878,OFF-AR-10000658,5
CA-2015-153906,TEC-PH-10001527,2
CA-2015-154144,OFF-PA-10004071,1
CA-2015-154200,OFF-AR-10001044,2
CA-2015-154284,FUR-FU-10003039,3
CA-2015-154284,OFF-AR-10001468,2
CA-2015-154284,TEC-AC-10003198,8
CA-2015-154284,TEC-MA-10004241,2
CA-2015-154291,FUR-TA-10002041,2
CA-2015-154291,OFF-EN-10001335,9
CA-2015-154326,TEC-AC-10004568,5
CA-2015-154326,TEC-PH-10000560,2
CA-2015-154326,TEC-PH-10001819,3
CA-2015-154340,OFF-AR-10003582,2
CA-2015-154620,FUR-CH-10004675,2
CA-2015-154746,OFF-AP-10003057,3
CA-2015-154746,OFF-EN-10001532,2
CA-2015-154795,FUR-FU-10002088,2
CA-2015-154795,OFF-EN-10003068,1
CA-2015-154823,FUR-CH-10003379,3
CA-2015-154823,FUR-FU-10000193,1
CA-2015-154823,OFF-BI-10001098,2
CA-2015-154886,TEC-AC-10001956,2
CA-2015-154900,OFF-LA-10001641,1
CA-2015-154900,OFF-PA-10002377,4
CA-2015-154921,OFF-EN-10000056,3
CA-2015-154956,TEC-PH-10004165,4
CA-2015-154970,FUR-CH-10003396,1
CA-2015-155054,OFF-BI-10002824,2
CA-2015-155054,OFF-BI-10004970,2
CA-2015-155054,TEC-AC-10003657,2
CA-2015-155068,OFF-AR-10002656,2
CA-2015-155068,TEC-PH-10004897,7
CA-2015-155068,TEC-PH-10004924,2
CA-2015-155124,TEC-PH-10003356,3
CA-2015-155145,TEC-AC-10003709,8
CA-2015-155306,OFF-AP-10002651,5
CA-2015-155306,OFF-AR-10003251,2
CA-2015-155306,OFF-PA-10001184,2
CA-2015-155306,TEC-AC-10003174,3
CA-2015-155306,TEC-PH-10002310,5
CA-2015-155334,FUR-FU-10003274,3
CA-2015-155334,OFF-BI-10002557,3
CA-2015-155334,TEC-AC-10003628,7
CA-2015-155453,OFF-LA-10001613,2
CA-2015-155586,OFF-AR-10001547,1
CA-2015-155586,OFF-EN-10003072,4
CA-2015-155586,OFF-PA-10000726,4
CA-2015-155600,OFF-AR-10003752,4
CA-2015-155600,OFF-BI-10000545,7
CA-2015-155635,OFF-BI-10000962,3
CA-2015-155761,OFF-ST-10000943,3
CA-2015-155761,TEC-AC-10001606,2
CA-2015-156013,OFF-BI-10002437,2
CA-2015-156104,TEC-CO-10002095,2
CA-2015-156118,OFF-PA-10000533,3
CA-2015-156146,TEC-PH-10001527,2
CA-2015-156146,TEC-PH-10001700,2
CA-2015-156153,OFF-FA-10003472,6
CA-2015-156328,TEC-PH-10001198,3
CA-2015-156335,OFF-BI-10003314,3
CA-2015-156335,TEC-AC-10002006,4
CA-2015-156335,TEC-PH-10002726,2
CA-2015-156377,FUR-FU-10002364,5
CA-2015-156440,FUR-FU-10004090,2
CA-2015-156482,FUR-BO-10002598,4
CA-2015-156482,FUR-CH-10001708,9
CA-2015-156482,OFF-AR-10001022,2
CA-2015-156510,OFF-AR-10004930,1
CA-2015-156510,OFF-BI-10000822,2
CA-2015-156510,OFF-PA-10002222,2
CA-2015-156524,OFF-PA-10003883,3
CA-2015-156566,TEC-PH-10001817,2
CA-2015-156608,OFF-BI-10004140,4
CA-2015-156734,OFF-BI-10002982,3
CA-2015-156734,OFF-PA-10001937,4
CA-2015-156755,OFF-ST-10002615,3
CA-2015-156853,OFF-PA-10003656,7
CA-2015-156923,OFF-PA-10002751,6
CA-2015-157028,OFF-AR-10004441,2
CA-2015-157035,OFF-PA-10004156,3
CA-2015-157084,TEC-AC-10002049,3
CA-2015-157084,TEC-PH-10002922,5
CA-2015-157133,FUR-FU-10004904,5
CA-2015-157287,FUR-CH-10001270,7
CA-2015-157287,OFF-ST-10001172,2
CA-2015-157322,FUR-CH-10003774,6
CA-2015-157322,FUR-CH-10004086,2
CA-2015-157322,OFF-PA-10000659,2
CA-2015-157322,OFF-ST-10003208,3
CA-2015-157322,OFF-ST-10004507,5
CA-2015-157343,OFF-AR-10003183,3
CA-2015-157343,OFF-BI-10003707,4
CA-2015-157343,OFF-PA-10000552,5
CA-2015-157434,OFF-PA-10001526,2
CA-2015-157770,OFF-BI-10000050,5
CA-2015-157770,TEC-AC-10001552,5
CA-2015-157770,TEC-AC-10003399,1
CA-2015-157770,TEC-PH-10001530,3
CA-2015-157805,TEC-PH-10004447,5
CA-2015-157812,OFF-BI-10000285,9
CA-2015-157812,OFF-ST-10000736,2
CA-2015-157812,TEC-AC-10000171,1
CA-2015-157959,FUR-FU-10004093,4
CA-2015-158148,OFF-AP-10003281,3
CA-2015-158323,FUR-FU-10001546,2
CA-2015-158351,TEC-AC-10001838,2
CA-2015-158421,FUR-CH-10000309,4
CA-2015-158421,OFF-BI-10000050,2
CA-2015-158421,OFF-EN-10001453,2
CA-2015-158421,OFF-PA-10001801,4
CA-2015-158421,OFF-ST-10000563,2
CA-2015-158421,OFF-ST-10002444,7
CA-2015-158421,OFF-ST-10004186,8
CA-2015-158421,TEC-PH-10000369,5
CA-2015-158421,TEC-PH-10002538,3
CA-2015-158456,OFF-BI-10001097,4
CA-2015-158456,OFF-FA-10004854,4
CA-2015-158554,OFF-PA-10004000,3
CA-2015-158659,OFF-ST-10003306,5
CA-2015-158701,OFF-AP-10004859,6
CA-2015-158701,OFF-BI-10001294,6
CA-2015-158792,OFF-FA-10002815,5
CA-2015-158918,OFF-PA-10004947,4
CA-2015-158939,TEC-CO-10002313,1
CA-2015-159380,OFF-PA-10003893,3
CA-2015-159380,OFF-PA-10004239,6
CA-2015-159534,OFF-BI-10003656,8
CA-2015-159534,OFF-BI-10003982,3
CA-2015-159534,OFF-EN-10004386,1
CA-2015-159534,OFF-ST-10001172,4
CA-2015-159534,TEC-PH-10002310,2
CA-2015-159590,OFF-AR-10003190,2
CA-2015-159779,OFF-BI-10002735,2
CA-2015-159786,FUR-TA-10001307,1
CA-2015-159863,TEC-AC-10000109,3
CA-2015-160059,OFF-BI-10000145,2
CA-2015-160171,OFF-AP-10000275,5
CA-2015-160171,TEC-AC-10000892,3
CA-2015-160213,OFF-PA-10003848,3
CA-2015-160227,FUR-CH-10002073,11
CA-2015-160472,OFF-EN-10000483,7
CA-2015-160472,OFF-PA-10000528,5
CA-2015-160472,OFF-PA-10003129,2
CA-2015-160472,OFF-ST-10000464,1
CA-2015-160472,OFF-ST-10003442,5
CA-2015-160472,TEC-AC-10002253,5
CA-2015-160696,OFF-FA-10003059,5
CA-2015-160787,OFF-BI-10003712,2
CA-2015-160794,OFF-PA-10004156,3
CA-2015-160864,OFF-BI-10004654,3
CA-2015-161214,OFF-ST-10001328,5
CA-2015-161242,OFF-PA-10001838,2
CA-2015-161263,OFF-AP-10002350,3
CA-2015-161263,OFF-AR-10004757,3
CA-2015-161263,OFF-BI-10004330,5
CA-2015-161263,OFF-FA-10003059,1
CA-2015-161263,OFF-FA-10004838,7
CA-2015-161263,TEC-PH-10002115,3
CA-2015-161445,OFF-AR-10001953,4
CA-2015-161452,FUR-CH-10003973,3
CA-2015-161627,FUR-CH-10003968,3
CA-2015-161711,FUR-FU-10000087,3
CA-2015-161711,OFF-EN-10001539,8
CA-2015-161718,FUR-CH-10002372,5
CA-2015-161718,FUR-CH-10002965,2
CA-2015-161718,FUR-FU-10002445,3
CA-2015-161718,TEC-PH-10000376,4
CA-2015-161767,TEC-MA-10002790,2
CA-2015-161795,OFF-AR-10001919,2
CA-2015-161830,OFF-AR-10004042,2
CA-2015-161830,OFF-BI-10001097,3
CA-2015-161998,FUR-FU-10001095,3
CA-2015-161998,OFF-AR-10004022,6
CA-2015-161998,OFF-SU-10004261,3
CA-2015-162047,FUR-CH-10004983,10
CA-2015-162166,OFF-PA-10002606,5
CA-2015-162201,FUR-FU-10001185,7
CA-2015-162201,OFF-AR-10003856,2
CA-2015-162201,OFF-BI-10002429,2
CA-2015-162201,OFF-LA-10001982,3
CA-2015-162201,OFF-PA-10001215,10
CA-2015-162201,OFF-PA-10002581,7
CA-2015-162201,OFF-ST-10000046,4
CA-2015-162369,OFF-ST-10000046,2
CA-2015-162376,OFF-AR-10003056,4
CA-2015-162537,FUR-FU-10001918,7
CA-2015-162537,FUR-FU-10002885,5
CA-2015-162537,OFF-EN-10003862,1
CA-2015-162537,OFF-ST-10004258,3
CA-2015-162544,OFF-PA-10004948,1
CA-2015-162607,OFF-BI-10002949,3
CA-2015-162621,OFF-BI-10000962,5
CA-2015-162621,OFF-SU-10003567,9
CA-2015-162761,OFF-AR-10001761,8
CA-2015-162761,OFF-BI-10000145,2
CA-2015-162761,OFF-BI-10002498,2
CA-2015-162782,OFF-BI-10003527,2
CA-2015-162887,FUR-CH-10000595,3
CA-2015-162950,FUR-BO-10001918,6
CA-2015-162950,OFF-PA-10003177,3
CA-2015-162964,OFF-EN-10003055,7
CA-2015-162964,OFF-PA-10003349,3
CA-2015-162964,OFF-ST-10002344,1
CA-2015-163055,FUR-TA-10003748,5
CA-2015-163055,OFF-AR-10001026,1
CA-2015-163055,OFF-ST-10002485,1
CA-2015-163090,OFF-SU-10002537,5
CA-2015-163104,OFF-PA-10001947,2
CA-2015-163181,FUR-FU-10000193,5
CA-2015-163181,OFF-AR-10001683,3
CA-2015-163181,OFF-BI-10000474,10
CA-2015-163181,OFF-ST-10000129,2
CA-2015-163181,OFF-ST-10001713,2
CA-2015-163181,TEC-MA-10001016,3
CA-2015-163237,OFF-LA-10004545,2
CA-2015-163237,TEC-PH-10003601,3
CA-2015-163440,TEC-PH-10000376,2
CA-2015-163587,OFF-BI-10003091,3
CA-2015-163587,OFF-LA-10004484,4
CA-2015-163734,OFF-ST-10003692,5
CA-2015-163762,OFF-AR-10001915,3
CA-2015-163895,OFF-BI-10004970,1
CA-2015-163923,TEC-AC-10000358,4
CA-2015-163965,FUR-BO-10001337,3
CA-2015-163965,OFF-BI-10004593,4
CA-2015-163965,OFF-BI-10004728,5
CA-2015-163965,OFF-ST-10000918,2
CA-2015-164007,OFF-AP-10003849,2
CA-2015-164007,TEC-AC-10003433,3
CA-2015-164084,FUR-TA-10003569,2
CA-2015-164084,OFF-BI-10000605,2
CA-2015-164084,OFF-ST-10003638,3
CA-2015-164084,TEC-AC-10002305,5
CA-2015-164301,FUR-TA-10001889,8
CA-2015-164336,OFF-ST-10001558,3
CA-2015-164336,TEC-AC-10002345,3
CA-2015-164427,TEC-AC-10004469,6
CA-2015-164441,OFF-BI-10001922,11
CA-2015-164441,OFF-PA-10001667,3
CA-2015-164497,OFF-AP-10004655,4
CA-2015-164539,OFF-AP-10002457,5
CA-2015-164567,TEC-PH-10002103,3
CA-2015-164623,OFF-PA-10000249,2
CA-2015-164777,FUR-CH-10002024,5
CA-2015-164833,OFF-AR-10004685,2
CA-2015-164882,FUR-BO-10002213,1
CA-2015-164882,FUR-CH-10004218,4
CA-2015-164882,OFF-AR-10004272,3
CA-2015-164882,OFF-BI-10004519,3
CA-2015-164882,OFF-FA-10000585,5
CA-2015-164882,OFF-PA-10000157,1
CA-2015-164882,OFF-ST-10003638,2
CA-2015-164882,OFF-SU-10004231,3
CA-2015-164882,TEC-PH-10001578,4
CA-2015-165050,OFF-BI-10001031,5
CA-2015-165050,OFF-BI-10003727,2
CA-2015-165050,TEC-PH-10001336,6
CA-2015-165057,OFF-AR-10004648,9
CA-2015-165057,OFF-LA-10003190,3
CA-2015-165085,OFF-AP-10002518,2
CA-2015-165085,OFF-PA-10000605,5
CA-2015-165162,OFF-ST-10003470,4
CA-2015-165414,TEC-PH-10002293,3
CA-2015-165554,OFF-PA-10003724,2
CA-2015-165624,OFF-AP-10000828,3
CA-2015-165624,OFF-AP-10001492,3
CA-2015-165624,OFF-PA-10002319,5
CA-2015-165624,OFF-PA-10002499,2
CA-2015-165624,OFF-PA-10003893,5
CA-2015-165624,TEC-AC-10004568,9
CA-2015-165799,FUR-CH-10001482,1
CA-2015-165813,OFF-ST-10004258,3
CA-2015-166135,OFF-ST-10002974,4
CA-2015-166219,FUR-TA-10004607,1
CA-2015-166219,TEC-PH-10004165,5
CA-2015-166464,OFF-LA-10001317,4
CA-2015-166464,TEC-CO-10000971,2
CA-2015-166492,OFF-PA-10002262,4
CA-2015-166492,OFF-ST-10002214,2
CA-2015-166583,TEC-PH-10001578,3
CA-2015-166604,OFF-EN-10004147,3
CA-2015-166800,OFF-AP-10004868,4
CA-2015-166947,FUR-CH-10004997,9
CA-2015-166975,FUR-FU-10003930,11
CA-2015-167010,FUR-BO-10004218,5
CA-2015-167010,FUR-FU-10001037,1
CA-2015-167010,FUR-FU-10001468,4
CA-2015-167010,OFF-AP-10004036,7
CA-2015-167010,OFF-BI-10002072,4
CA-2015-167010,OFF-ST-10003816,4
CA-2015-167010,TEC-PH-10000347,5
CA-2015-167010,TEC-PH-10002844,2
CA-2015-167255,OFF-PA-10002377,3
CA-2015-167255,OFF-PA-10003441,2
CA-2015-167255,OFF-ST-10001328,1
CA-2015-167269,OFF-EN-10003072,2
CA-2015-167374,OFF-PA-10001950,6
CA-2015-167479,OFF-PA-10002105,3
CA-2015-167696,OFF-EN-10001539,4
CA-2015-167745,FUR-FU-10001591,2
CA-2015-167745,OFF-AR-10003602,2
CA-2015-167745,OFF-SU-10004782,2
CA-2015-168004,FUR-CH-10001482,3
CA-2015-168088,FUR-BO-10004218,4
CA-2015-168088,OFF-PA-10000675,2
CA-2015-168186,OFF-PA-10000477,3
CA-2015-168207,FUR-BO-10004357,3
CA-2015-168207,FUR-FU-10004909,6
CA-2015-168207,OFF-BI-10001524,7
CA-2015-168207,OFF-BI-10003355,3
CA-2015-168277,OFF-LA-10004484,3
CA-2015-168459,OFF-BI-10003712,2
CA-2015-168459,OFF-FA-10004854,6
CA-2015-168480,FUR-BO-10000468,4
CA-2015-168480,OFF-AR-10001044,1
CA-2015-168529,FUR-FU-10001588,5
CA-2015-168564,FUR-CH-10000785,1
CA-2015-168564,OFF-BI-10002557,2
